id,title,due_on,submitted,user_id,company_id
582,Legacy Manufacturing Executive,2021-09-27,true,31,257
583,Global Strategist,2021-12-02,true,31,154
584,Dynamic Sales Planner,2021-11-25,true,31,237
585,Future Sales Analyst,2021-10-23,true,31,249
586,District Representative,2021-11-24,false,31,36
587,Administration Strategist,2021-09-28,true,31,192
588,IT Supervisor,2021-10-31,true,31,161
589,Regional Strategist,2021-12-21,false,31,106
590,Retail Liaison,2021-11-13,true,31,68
591,Legacy IT Executive,2021-10-26,true,31,159
592,Corporate Technician,2021-12-23,false,31,56
593,Mining Director,2021-10-01,true,31,292
594,Legal Architect,2021-12-01,false,31,275
595,Technology Officer,2021-09-27,true,31,423
596,International Retail Architect,2021-12-12,false,31,70
597,Sales Engineer,2021-12-23,false,31,222
598,Marketing Associate,2021-12-21,false,31,299
599,Manufacturing Coordinator,2021-12-01,false,32,385
600,Real-Estate Director,2021-10-23,true,32,463
601,Dynamic Manufacturing Supervisor,2021-12-27,true,32,100
602,Principal Healthcare Agent,2021-12-26,true,32,477
603,Legal Facilitator,2021-12-19,true,32,485
604,Accounting Executive,2021-10-16,true,32,429
605,Direct Marketing Technician,2021-11-08,true,32,461
606,Consulting Engineer,2021-10-13,true,32,27
607,Product Design Officer,2021-11-19,false,32,28
608,Mining Developer,2021-10-31,false,32,177
609,International Analyst,2021-11-27,false,32,182
610,Customer Technician,2021-12-24,true,32,308
611,Education Administrator,2021-11-06,true,32,148
612,Lead Liaison,2021-11-28,true,32,65
613,Global Analyst,2021-10-15,true,32,166
614,Product Marketing Coordinator,2021-10-29,false,32,129
615,Hospitality Director,2021-12-11,false,32,195
616,International Mining Facilitator,2021-12-10,true,32,27
617,National Coordinator,2021-11-09,false,32,468
618,Farming Assistant,2021-12-13,true,32,174
619,International Design Manager,2021-11-11,true,32,378
620,Community-Services Administrator,2021-09-29,true,32,464
621,Direct Marketing Assistant,2021-10-02,true,32,192
622,Community-Services Supervisor,2021-10-27,true,33,281
623,Principal Design Designer,2021-12-12,true,33,172
624,Internal Construction Strategist,2021-10-12,true,33,412
625,Marketing Associate,2021-11-07,true,33,350
626,Administration Assistant,2021-10-12,true,33,331
627,Direct Consulting Agent,2021-12-06,false,33,119
628,Global Consulting Liaison,2021-10-05,true,33,449
629,Principal Administration Director,2021-11-21,true,33,218
630,Chief Farming Executive,2021-11-05,true,33,362
631,Principal Design Director,2021-11-26,false,33,59
632,Hospitality Planner,2021-11-02,true,33,313
633,Product Advertising Architect,2021-10-12,true,33,134
634,IT Supervisor,2021-12-10,false,34,62
635,Human Government Associate,2021-12-24,false,34,208
636,Administration Assistant,2021-10-30,false,34,217
637,Investor Designer,2021-11-15,true,34,206
638,District Marketing Strategist,2021-11-07,false,34,412
639,Lead Coordinator,2021-10-12,true,34,478
640,National Sales Administrator,2021-10-30,true,34,504
641,Corporate Mining Consultant,2021-10-20,true,34,125
642,Central Consultant,2021-10-28,false,34,187
643,Dynamic Marketing Facilitator,2021-11-01,false,34,78
644,Future Supervisor,2021-12-17,false,34,447
645,Customer Healthcare Coordinator,2021-10-13,true,34,6
646,Banking Coordinator,2021-10-31,false,34,384
647,Product Community-Services Orchestrator,2021-12-19,true,34,313
648,Internal Education Engineer,2021-11-26,true,34,61
649,Corporate Farming Agent,2021-11-23,true,34,43
650,National Retail Associate,2021-12-14,false,34,360
651,Lead Representative,2021-12-20,true,34,401
652,Future Technology Assistant,2021-10-13,true,34,100
653,Regional Real-Estate Supervisor,2021-12-05,true,34,6
654,Regional Healthcare Administrator,2021-11-23,true,34,229
655,National Community-Services Agent,2021-11-28,false,34,494
656,Manufacturing Technician,2021-11-13,true,34,193
657,Customer Agent,2021-12-18,true,35,107
658,Future Consulting Analyst,2021-10-24,true,35,26
659,Senior Retail Producer,2021-12-20,true,35,110
660,Investor Hospitality Representative,2021-12-05,false,35,3
661,Future Strategist,2021-11-02,true,35,488
662,Corporate Legal Consultant,2021-11-03,true,35,144
663,District Consulting Associate,2021-10-12,true,35,476
664,Central Government Executive,2021-10-22,true,35,72
665,IT Supervisor,2021-10-28,false,35,226
666,Senior Government Orchestrator,2021-10-08,true,35,366
667,Central Banking Manager,2021-11-11,false,35,126
668,Legal Representative,2021-11-06,true,35,152
669,Product Representative,2021-11-22,false,35,47
670,Manufacturing Producer,2021-12-25,false,35,399
671,Investor Real-Estate Facilitator,2021-11-28,false,35,497
672,Customer Design Producer,2021-12-22,true,35,276
673,Mining Engineer,2021-12-09,true,35,230
674,Corporate Community-Services Strategist,2021-11-18,false,35,184
675,Legal Specialist,2021-10-01,true,35,149
676,District Administrator,2021-11-02,false,35,196
677,Hospitality Executive,2021-11-20,true,35,126
678,District Officer,2021-11-25,false,35,156
679,Advertising Strategist,2021-11-26,true,36,370
680,Legacy Manager,2021-10-20,true,36,196
681,National Government Manager,2021-12-12,false,36,281
682,Sales Facilitator,2021-11-10,true,36,72
683,Central Mining Supervisor,2021-11-03,false,36,383
684,Customer Consulting Planner,2021-11-13,true,36,173
685,Manufacturing Representative,2021-10-30,true,36,429
686,Administration Representative,2021-10-07,true,36,139
687,Forward Community-Services Designer,2021-12-22,false,36,481
688,Future Marketing Architect,2021-11-16,false,36,294
689,District Banking Planner,2021-12-19,true,36,443
690,Hospitality Specialist,2021-10-27,true,36,55
691,Retail Technician,2021-11-30,true,36,328
692,Consulting Officer,2021-12-02,true,36,196
693,Internal Director,2021-12-09,true,36,485
694,Legacy Community-Services Consultant,2021-10-31,false,36,390
695,Direct Retail Technician,2021-10-26,true,36,332
696,Accounting Associate,2021-09-27,true,36,284
697,Future Orchestrator,2021-11-02,true,36,141
698,Healthcare Developer,2021-10-31,false,36,109
699,Senior Government Coordinator,2021-12-09,false,36,88
700,Lead Designer,2021-10-05,true,36,436
701,Healthcare Assistant,2021-12-23,false,36,87
702,Technology Facilitator,2021-10-21,true,36,145
703,Design Technician,2021-12-07,false,36,24
704,Hospitality Orchestrator,2021-11-13,true,36,499
705,Technology Officer,2021-12-10,false,36,372
706,Education Architect,2021-12-01,true,36,7
707,Central Healthcare Developer,2021-12-05,true,36,463
708,Design Assistant,2021-12-16,false,37,417
709,Administration Strategist,2021-11-14,true,37,502
710,Consulting Supervisor,2021-12-21,true,37,411
711,Direct Engineer,2021-12-12,false,37,116
712,Customer Marketing Representative,2021-12-07,true,37,281
713,Product Government Supervisor,2021-12-05,true,37,136
714,IT Executive,2021-12-25,true,37,92
715,Direct Community-Services Agent,2021-10-15,true,37,86
716,Farming Coordinator,2021-10-06,true,37,309
717,Consulting Director,2021-10-05,true,37,146
718,Forward Marketing Representative,2021-09-30,true,37,217
719,Forward Architect,2021-10-19,true,37,220
720,Human Accounting Liaison,2021-09-30,true,37,440
721,Farming Orchestrator,2021-10-12,true,37,106
722,Design Supervisor,2021-12-01,true,37,29
723,Advertising Producer,2021-11-03,false,37,172
724,Design Liaison,2021-12-17,true,37,441
725,Central Administration Designer,2021-11-02,false,37,210
726,Lead Hospitality Producer,2021-10-14,true,37,434
727,Hospitality Officer,2021-11-01,false,37,202
728,National Supervisor,2021-11-11,false,37,312
729,Technology Facilitator,2021-11-04,false,38,366
730,National Technology Administrator,2021-11-28,false,38,11
731,Direct Administrator,2021-11-03,true,38,191
732,Product Sales Liaison,2021-12-11,false,38,253
733,Banking Associate,2021-11-18,false,38,387
734,Manufacturing Executive,2021-12-11,true,38,119
735,Education Officer,2021-12-25,true,38,423
736,Government Developer,2021-11-19,false,38,215
737,Internal Banking Orchestrator,2021-12-26,false,38,314
738,IT Designer,2021-12-14,true,38,135
739,Internal Consultant,2021-11-15,true,38,227
740,Lead Manufacturing Supervisor,2021-12-16,false,38,427
741,Internal Design Designer,2021-10-24,true,38,245
742,Administration Associate,2021-12-18,true,38,230
743,Regional Supervisor,2021-12-09,true,38,304
744,District Banking Producer,2021-10-19,true,38,436
745,Marketing Manager,2021-10-15,true,38,145
746,Human Farming Technician,2021-10-14,true,38,435
747,Regional Hospitality Orchestrator,2021-12-05,false,38,400
748,Investor Architect,2021-11-02,false,38,236
749,Senior Administration Designer,2021-11-25,false,38,321
750,National Banking Architect,2021-12-13,true,38,327
751,Farming Engineer,2021-11-09,true,38,251
752,Legacy Coordinator,2021-11-16,true,38,1
753,Direct Engineer,2021-10-15,true,38,284
754,Senior Farming Engineer,2021-12-12,true,38,312
755,Global Design Designer,2021-10-24,true,38,393
756,Corporate Manufacturing Designer,2021-11-14,true,38,107
757,Internal Retail Agent,2021-11-17,true,38,170
758,Mining Agent,2021-11-22,false,38,181
759,Internal Education Coordinator,2021-10-31,false,39,496
760,Forward Education Liaison,2021-11-07,false,39,76
761,Legacy Analyst,2021-12-27,true,39,263
762,Retail Representative,2021-10-03,true,39,249
763,IT Engineer,2021-09-29,true,39,482
764,Direct Executive,2021-10-14,true,39,324
765,Direct Manufacturing Agent,2021-12-10,false,39,450
766,Advertising Orchestrator,2021-10-18,true,39,394
767,Lead Community-Services Orchestrator,2021-10-30,false,39,304
768,Product Consulting Strategist,2021-10-05,true,39,242
769,Mining Facilitator,2021-11-10,false,39,338
770,Legacy Real-Estate Associate,2021-12-07,true,39,465
771,Regional Marketing Supervisor,2021-10-16,true,39,166
772,Government Specialist,2021-11-05,true,39,461
773,Senior Specialist,2021-12-15,false,39,392
774,Consulting Producer,2021-12-14,true,39,475
775,Administration Orchestrator,2021-10-18,true,39,101
776,Marketing Manager,2021-11-18,false,39,388
777,Sales Architect,2021-11-03,true,39,455
778,Manufacturing Representative,2021-10-14,true,39,361
779,Education Administrator,2021-12-17,true,39,285
780,Corporate Sales Designer,2021-10-17,true,39,137
781,District Retail Specialist,2021-11-10,true,39,356
782,Real-Estate Designer,2021-11-14,true,39,24
783,Real-Estate Liaison,2021-12-12,false,40,307
784,Future Design Engineer,2021-11-20,false,40,249
785,Legacy Banking Director,2021-11-17,false,40,84
786,Principal Design Liaison,2021-12-07,true,40,42
787,Administration Planner,2021-11-19,true,40,298
788,Direct Manager,2021-12-15,true,40,60
789,Principal Representative,2021-11-28,true,40,296
790,Mining Planner,2021-10-24,true,40,64
791,District Advertising Representative,2021-12-12,true,40,7
792,Banking Director,2021-11-10,true,40,187
793,District Associate,2021-12-17,false,40,174
794,Chief Technology Specialist,2021-10-22,true,40,256
795,Legacy Manufacturing Planner,2021-12-16,false,41,117
796,Global Supervisor,2021-10-01,true,41,163
797,Farming Analyst,2021-10-12,true,41,475
798,Senior Technician,2021-10-01,true,41,109
799,Technology Strategist,2021-11-06,true,41,501
800,Regional Mining Consultant,2021-11-20,false,41,68
801,National Accounting Assistant,2021-11-04,false,41,364
802,Human Hospitality Strategist,2021-12-22,false,41,370
803,Principal Sales Coordinator,2021-12-15,false,41,238
804,Hospitality Liaison,2021-12-08,true,41,91
805,Dynamic Administration Director,2021-11-03,false,41,477
806,Direct Mining Executive,2021-11-15,false,41,289
807,Legacy Manufacturing Associate,2021-12-04,false,41,186
808,Technology Technician,2021-10-10,true,41,387
809,Internal Hospitality Developer,2021-11-20,false,41,484
810,International Designer,2021-10-15,true,41,498
811,Administration Consultant,2021-09-28,true,41,137
812,Advertising Director,2021-12-19,false,41,363
813,Regional Manufacturing Executive,2021-12-09,false,41,53
814,Design Administrator,2021-12-10,false,41,429
815,Chief Banking Liaison,2021-12-03,true,41,412
816,Legal Facilitator,2021-12-21,true,41,274
817,Chief Representative,2021-10-19,true,41,436
818,IT Assistant,2021-10-12,true,41,99
819,Retail Manager,2021-12-18,false,41,285
820,IT Analyst,2021-09-28,true,41,264
821,Product Marketing Consultant,2021-11-10,false,41,406
822,Healthcare Consultant,2021-10-19,true,41,361
823,National Technology Producer,2021-09-30,true,42,476
824,Global Orchestrator,2021-12-22,false,42,233
825,Investor Administration Assistant,2021-12-20,false,42,295
826,Real-Estate Liaison,2021-11-30,false,42,66
827,Consulting Executive,2021-10-05,true,42,152
828,Advertising Assistant,2021-11-14,false,42,155
829,Direct IT Supervisor,2021-10-15,true,42,191
830,Marketing Officer,2021-10-26,true,42,387
831,Dynamic Consultant,2021-11-19,true,42,190
832,District Planner,2021-12-16,true,42,212
833,Central Marketing Designer,2021-11-20,true,42,410
834,Future Banking Representative,2021-12-07,false,42,398
835,Technology Analyst,2021-11-25,true,42,478
836,IT Manager,2021-12-19,false,42,432
837,IT Analyst,2021-12-20,false,42,364
838,Accounting Orchestrator,2021-11-29,true,42,373
839,Direct Marketing Administrator,2021-10-13,true,43,264
840,Human Government Architect,2021-11-30,true,43,232
841,Product Sales Officer,2021-12-18,false,43,272
842,Central Banking Assistant,2021-10-29,false,43,502
843,Legal Executive,2021-10-08,true,43,329
844,Chief Marketing Developer,2021-09-28,true,43,148
845,Advertising Administrator,2021-12-02,false,43,101
846,Construction Consultant,2021-11-22,true,43,430
847,Lead Assistant,2021-12-05,false,43,186
848,Future Consultant,2021-11-13,true,43,498
849,Manufacturing Producer,2021-11-21,true,43,404
850,Global Liaison,2021-10-16,true,43,228
851,Future Consulting Specialist,2021-12-26,true,43,342
852,Product Designer,2021-09-29,true,43,481
853,Consulting Engineer,2021-10-03,true,43,178
854,Direct Real-Estate Liaison,2021-10-15,true,43,96
855,Retail Supervisor,2021-11-21,false,43,72
856,Senior Strategist,2021-12-21,true,43,440
857,Customer Technology Liaison,2021-12-05,true,43,24
858,Corporate Legal Orchestrator,2021-12-12,false,44,12
859,Sales Executive,2021-11-25,true,44,26
860,Product Analyst,2021-12-13,false,44,419
861,Accounting Specialist,2021-11-10,false,44,352
862,Human Engineer,2021-12-16,true,44,468
863,Lead Community-Services Director,2021-11-28,true,44,458
864,Consulting Developer,2021-11-30,false,44,463
865,Consulting Developer,2021-10-18,true,44,373
866,Lead Marketing Consultant,2021-11-25,true,44,499
867,Community-Services Director,2021-10-30,false,44,304
868,Accounting Strategist,2021-10-13,true,44,464
869,Central Healthcare Orchestrator,2021-12-10,false,44,431
870,Legal Director,2021-10-04,true,44,500
871,Corporate Developer,2021-10-24,true,44,202
872,Construction Executive,2021-10-24,true,44,328
873,Farming Designer,2021-12-04,false,44,321
874,Direct Facilitator,2021-11-13,false,44,440
875,International Community-Services Manager,2021-10-20,true,44,383
876,International Healthcare Associate,2021-12-22,true,44,185
877,Technology Planner,2021-12-02,true,45,73
878,Advertising Specialist,2021-11-15,true,45,501
879,Mining Associate,2021-10-29,true,45,43
880,International Hospitality Planner,2021-10-03,true,45,137
881,Internal Designer,2021-11-28,false,45,279
882,Forward Strategist,2021-11-03,true,45,60
883,Dynamic Banking Consultant,2021-12-25,true,45,95
884,Healthcare Agent,2021-09-28,true,45,313
885,Education Representative,2021-12-14,false,45,60
886,Legacy Retail Strategist,2021-11-13,true,45,7
887,Marketing Representative,2021-12-07,true,45,74
888,National Officer,2021-11-05,false,45,487
889,Community-Services Coordinator,2021-12-04,true,45,435
890,Legacy Developer,2021-10-24,true,46,307
891,Direct Marketing Strategist,2021-11-01,true,46,102
892,Product Hospitality Designer,2021-10-10,true,46,63
893,Senior IT Facilitator,2021-10-17,true,46,355
894,Corporate Technology Analyst,2021-12-25,false,46,82
895,National Farming Planner,2021-10-08,true,46,185
896,Dynamic Strategist,2021-11-03,true,46,172
897,District Mining Agent,2021-10-12,true,46,431
898,Hospitality Associate,2021-11-30,true,46,224
899,Legacy Assistant,2021-11-16,false,46,457
900,National Design Liaison,2021-12-04,true,46,290
901,Legacy Legal Coordinator,2021-11-08,false,46,158
902,Forward IT Assistant,2021-11-26,false,46,190
903,Customer Real-Estate Architect,2021-11-28,false,46,294
904,Legal Designer,2021-10-24,true,46,5
905,Customer Orchestrator,2021-10-08,true,46,403
906,Marketing Producer,2021-12-11,false,46,160
907,Education Engineer,2021-11-01,true,46,294
908,Retail Associate,2021-10-12,true,46,382
909,International Architect,2021-12-17,true,47,140
910,Internal Farming Agent,2021-09-27,true,47,419
911,Manufacturing Executive,2021-12-20,true,47,249
912,Chief Construction Agent,2021-10-09,true,47,344
913,Chief Engineer,2021-12-11,true,47,54
914,Legal Administrator,2021-10-09,true,47,42
915,National Orchestrator,2021-10-17,true,47,104
916,Farming Liaison,2021-11-12,false,47,418
917,Accounting Director,2021-12-27,false,47,5
918,Future Mining Executive,2021-09-30,true,47,359
919,Legacy Administrator,2021-11-20,false,47,5
920,Global Consulting Technician,2021-10-14,true,47,181
921,Retail Engineer,2021-11-03,true,47,500
922,Technology Executive,2021-10-04,true,47,427
923,Investor Liaison,2021-12-05,true,47,282
924,District Administrator,2021-12-22,true,47,170
925,Legal Strategist,2021-12-11,false,47,355
926,Dynamic Strategist,2021-11-12,true,47,219
927,Consulting Coordinator,2021-10-20,true,47,500
928,Legacy Planner,2021-12-18,false,47,367
929,Dynamic Government Technician,2021-11-02,true,48,88
930,Technology Technician,2021-10-30,true,48,1
931,Sales Supervisor,2021-10-07,true,48,264
932,Regional Developer,2021-09-29,true,48,443
933,Farming Manager,2021-12-14,false,48,122
934,Advertising Facilitator,2021-11-08,true,48,352
935,Future Advertising Associate,2021-11-28,false,48,415
936,Legacy Advertising Manager,2021-10-01,true,48,216
937,Global Farming Orchestrator,2021-10-30,false,48,355
938,Central Farming Coordinator,2021-11-23,true,48,220
939,Corporate Specialist,2021-10-11,true,48,323
940,Administration Administrator,2021-12-06,true,48,434
941,Farming Director,2021-11-24,false,48,305
942,Administration Designer,2021-10-16,true,48,451
943,Corporate Liaison,2021-11-01,false,48,255
944,Farming Supervisor,2021-10-23,true,48,13
945,Marketing Facilitator,2021-11-26,true,48,47
946,Future Technology Engineer,2021-11-28,false,48,275
947,Sales Architect,2021-10-09,true,48,99
948,Community-Services Coordinator,2021-10-05,true,48,286
949,Manufacturing Strategist,2021-10-03,true,48,174
950,Construction Assistant,2021-12-24,true,48,100
951,Principal Sales Producer,2021-11-19,true,48,133
952,Farming Supervisor,2021-12-05,true,48,133
953,Accounting Strategist,2021-11-20,false,48,146
954,District Administration Strategist,2021-11-30,true,48,7
955,Consulting Assistant,2021-10-29,true,48,149
956,Internal Consultant,2021-12-12,false,48,426
957,Lead Administration Associate,2021-11-07,false,48,134
958,Principal Technology Planner,2021-12-24,true,49,478
959,Investor Agent,2021-12-13,false,49,237
960,National Legal Supervisor,2021-11-18,false,49,390
961,Senior Technology Agent,2021-11-11,true,49,64
962,Community-Services Planner,2021-12-15,false,49,214
963,Direct Sales Director,2021-12-04,false,49,161
964,Real-Estate Liaison,2021-10-19,true,49,247
965,Healthcare Planner,2021-10-27,true,49,279
966,Product Analyst,2021-10-06,true,49,111
967,Chief Banking Consultant,2021-10-23,true,49,335
968,Advertising Planner,2021-10-24,true,49,35
969,National Healthcare Designer,2021-10-28,false,49,468
970,Government Specialist,2021-12-10,true,49,483
971,National Government Planner,2021-11-21,false,49,492
972,District Healthcare Officer,2021-10-31,true,49,448
973,Dynamic Administration Engineer,2021-11-20,true,49,390
974,Consulting Officer,2021-12-23,false,49,238
975,Legal Developer,2021-11-12,true,49,440
976,Direct Producer,2021-11-30,true,49,502
977,District Coordinator,2021-11-11,false,49,274
978,Future Architect,2021-10-13,true,49,329
979,Future Farming Planner,2021-12-24,true,49,169
980,Technology Producer,2021-11-20,false,49,135
981,District Architect,2021-11-03,true,49,172
982,Government Coordinator,2021-11-07,true,49,89
983,Dynamic Analyst,2021-11-01,true,49,312
984,Farming Administrator,2021-10-15,true,49,59
985,Principal Assistant,2021-11-21,false,50,165
986,Principal Banking Officer,2021-11-26,true,50,43
987,Farming Supervisor,2021-10-26,true,50,333
988,Forward Representative,2021-10-05,true,50,382
989,Internal Orchestrator,2021-12-17,true,50,24
990,Healthcare Technician,2021-11-24,true,50,455
991,Dynamic Government Director,2021-11-05,true,50,310
992,Regional Government Developer,2021-10-16,true,50,376
993,Regional Consultant,2021-11-06,false,50,402
994,Forward Consultant,2021-12-12,false,50,422
995,Sales Producer,2021-11-01,false,50,494
996,Dynamic Architect,2021-10-08,true,50,10
997,Future Consulting Strategist,2021-12-09,false,50,15
998,Product Assistant,2021-10-07,true,50,417
999,Marketing Strategist,2021-10-22,true,50,62
1000,Consulting Designer,2021-12-14,true,50,52
1001,Sales Facilitator,2021-10-02,true,50,188
1002,International Facilitator,2021-12-01,false,50,261
1003,Human Assistant,2021-12-07,true,50,228
1004,Product Farming Developer,2021-12-25,false,50,113
1005,Corporate Marketing Officer,2021-10-11,true,50,239
1006,District Design Representative,2021-10-06,true,50,3
1007,Chief Hospitality Producer,2021-12-13,true,50,78
1008,Investor Technician,2021-12-13,true,50,154
1009,Direct Engineer,2021-11-21,true,50,302
1010,Senior Healthcare Officer,2021-12-19,false,50,36
1011,Healthcare Administrator,2021-11-29,false,50,65
1012,IT Agent,2021-11-02,false,50,206
1013,Sales Analyst,2021-11-25,true,50,479
1014,Senior Marketing Strategist,2021-11-08,true,50,31
